X,Y,USER_Date,USER_Address,USER_City,USER_State,USER_Fatal,USER_Year,ObjectID
-86.299777694159772,41.677684490149765,2017-02-19T05:00:00.000Z,200 N Wellington St.,South Bend,IN,No,2017,228
-86.300327772521598,41.666206097271427,2016-06-10T05:00:00.000Z,800 S Wellington St.,South Bend,IN,No,2016,229
-86.267786964044603,41.683560789074029,2017-07-26T05:00:00.000Z,1200 Lincoln Way West,South Bend,IN,No,2017,230
-86.33500464874993,41.70398761869464,2017-02-10T05:00:00.000Z,3000 Lincoln Way West,South Bend,IN,No,2017,231
-86.33500464874993,41.70398761869464,2017-10-21T05:00:00.000Z,3200 Lincoln Way West,South Bend,IN,Yes,2017,232
-86.259147010906332,41.680851873051949,2017-08-19T05:00:00.000Z,700 Lincoln Way West,South Bend,IN,No,2017,233
-86.259147010906332,41.680851873051949,2016-11-27T05:00:00.000Z,700 Lincoln Way West,South Bend,IN,No,2016,234
-86.272444819578411,41.672094775528969,2017-02-05T05:00:00.000Z,1500 W Western Ave.,South Bend,IN,No,2017,235
-86.274202308468986,41.672182899492654,2017-11-24T05:00:00.000Z,1600 W Western Ave.,South Bend,IN,No,2017,236
-86.274202308468986,41.672182899492654,2015-04-05T05:00:00.000Z,1600 W Western Ave.,South Bend,IN,No,2015,237
-86.274202308468986,41.672182899492654,2015-04-05T05:00:00.000Z,1600 W Western Ave.,South Bend,IN,No,2015,238
-86.274202308468986,41.672182899492654,2015-09-20T05:00:00.000Z,1600 W Western Ave.,South Bend,IN,Yes,2015,239
-86.274202308468986,41.672182899492654,2016-03-28T05:00:00.000Z,1600 W Western Ave.,South Bend,IN,No,2016,240
-86.285235064398123,41.672044300047602,2016-02-27T05:00:00.000Z,2500 W Western Ave.,South Bend,IN,No,2016,241
-86.296038811368135,41.67195914437054,2015-07-26T05:00:00.000Z,3400 W Western Ave.,South Bend,IN,No,2015,242
-86.297249211411852,41.671952509809181,2017-03-20T05:00:00.000Z,3500 W Western Ave.,South Bend,IN,No,2017,243
-86.297249211411852,41.671952509809181,2015-11-30T05:00:00.000Z,3500 W Western Ave.,South Bend,IN,No,2015,244
-86.297249211411852,41.671952509809181,2016-05-17T05:00:00.000Z,3500 W Western Ave.,South Bend,IN,No,2016,245
-86.319310903918179,41.671992090631967,2015-12-04T05:00:00.000Z,3900 W Western Ave.,South Bend,IN,No,2015,246
-86.310258017705493,41.671875973643246,2015-01-29T05:00:00.000Z,4500 W Western Ave.,South Bend,IN,No,2015,247
-86.274006697030003,41.689243726716569,2017-06-12T05:00:00.000Z,1100 N Wilber St.,South Bend,IN,No,2017,248
-86.274006697030003,41.689243726716569,2017-06-27T05:00:00.000Z,1100 N Wilber St.,South Bend,IN,No,2017,249
-86.274041902598753,41.690831377917384,2017-09-29T05:00:00.000Z,1200 N Wilber St.,South Bend,IN,No,2017,250
-86.274041902598753,41.690831377917384,2016-05-18T05:00:00.000Z,1200 N Wilber St.,South Bend,IN,No,2016,251
-86.274095203936326,41.692907948718428,2016-05-24T05:00:00.000Z,1300 N Wilber St.,South Bend,IN,No,2016,252
-86.256039237691382,41.657808930238751,2015-05-03T05:00:00.000Z,1600 S Williams St.,South Bend,IN,No,2015,253
-86.256039237691382,41.657808930238751,2015-05-03T05:00:00.000Z,1600 S Williams St.,South Bend,IN,No,2015,254
-86.256039237691382,41.657808930238751,2015-05-03T05:00:00.000Z,1600 S Williams St.,South Bend,IN,No,2015,255
-86.256039237691382,41.657808930238751,2015-05-03T05:00:00.000Z,1600 S Williams St.,South Bend,IN,No,2015,256
-86.320614230698851,41.677520778830051,2017-04-25T05:00:00.000Z,5200 W Windfall Ct.,South Bend,IN,Yes,2017,257
-86.264420774885551,41.690930459711467,2017-02-18T05:00:00.000Z,1000 W Yukon St.,South Bend,IN,Yes,2017,258
-86.264420774885551,41.690930459711467,2017-02-18T05:00:00.000Z,1000 W Yukon St.,South Bend,IN,No,2017,259
-86.264420774885551,41.690930459711467,2017-02-18T05:00:00.000Z,1000 W Yukon St.,South Bend,IN,No,2017,260
-86.264420774885551,41.690930459711467,2017-02-18T05:00:00.000Z,1000 W Yukon St.,South Bend,IN,No,2017,261
-86.264420774885551,41.690930459711467,2015-08-14T05:00:00.000Z,1000 W Yukon St.,South Bend,IN,Yes,2015,262
-86.300518149835341,41.685743875929688,2017-11-17T05:00:00.000Z,Illinois St.,South Bend,IN,No,2017,263
,,2016-03-05T05:00:00.000Z,Unknown,South Bend,IN,No,2016,264
,,2016-08-03T05:00:00.000Z,Unknown,South Bend,IN,No,2016,265
,,2016-09-25T05:00:00.000Z,Unknown,South Bend,IN,No,2016,266
,,2017-04-19T05:00:00.000Z,Unknown,South Bend,IN,No,2017,267
,,2017-05-10T05:00:00.000Z,Unknown,South Bend,IN,No,2017,268
